Project,Commit,Version,NbDependencies,BloatedDirect,BloatedTransitive,UsedDirect,UsedTransitive
thelinmichael/spotify-web-api-java,a070811b4ec955b59c85f73040743dc4cc1e2330,6.0.0,15,1,5,6,3
thelinmichael/spotify-web-api-java,c50cc9cdefed7aa2627cce56692e44ea5d00a781,2.0.3,10,0,3,5,2
thelinmichael/spotify-web-api-java,f4f820c62fa4024262631d66d15798199576c4ab,5.0.3,15,1,5,6,3
thelinmichael/spotify-web-api-java,9085cf3431039ccb262671d705517c102f5c488e,5.0.1,14,0,6,6,2
thelinmichael/spotify-web-api-java,b4e9b45cc67143f36d44a3d3a4d2cc9d00a6871a,4.2.0,13,0,5,6,2
thelinmichael/spotify-web-api-java,33c13172bc608ffb543c9ace929904ae8c60f01a,2.0.0-RC2,10,0,3,5,2
thelinmichael/spotify-web-api-java,26df175e3d8f2190a97cd405c6235b68d625ece1,4.2.1,13,0,5,6,2
thelinmichael/spotify-web-api-java,ce213cca986a5bba8b985f5ab2cbabebc3302c3f,null,13,0,5,6,2
thelinmichael/spotify-web-api-java,4705fa6420adfbc508422306631e1af5c6be2aae,4.3.0,13,0,5,6,2
thelinmichael/spotify-web-api-java,5303fec8bb24d7da7481fe5631fe03a4aae95823,2.0.4,10,0,3,5,2
thelinmichael/spotify-web-api-java,28ae3ca19eda0b81486da3fe57743533e31d475e,6.0.0-RC1,15,1,5,6,3
thelinmichael/spotify-web-api-java,06af71333bc7be2c190fd6cf836cae271dee2e0f,2.1.0,10,0,3,5,2
thelinmichael/spotify-web-api-java,8745d474e1748458d8af8a5ed4093f5bbb888e74,3.1.0,13,0,5,6,2
thelinmichael/spotify-web-api-java,5728d4e9186dc9be1b2bb3b3af55582a90c13845,4.0.2,13,0,5,6,2
thelinmichael/spotify-web-api-java,5e563cc8a71e81dd398f58068f9caeff99982fbe,6.1.0,15,1,5,6,3
thelinmichael/spotify-web-api-java,12d3f06e9ffe6ec6e562acf475884332150c9427,2.0.2,10,0,3,5,2
thelinmichael/spotify-web-api-java,b9d48ab16572e3b4f19f7c595c8cb4bb122277d9,2.1.2,10,0,3,5,2
thelinmichael/spotify-web-api-java,ac4923caff0867ffef1c8f2ae9edb1902bb17e06,3.0.0,10,0,3,5,2
thelinmichael/spotify-web-api-java,4a3391da16bbeae32724e375fc3b4957de2efbb5,5.0.4,15,1,5,6,3
thelinmichael/spotify-web-api-java,72a26b6d0e3e494c3c684394b6a75a93fbaddaab,6.4.1,15,1,5,6,3
HyDevelop/PicqBotX,8e6e605a7e845e5235ca89c32ca609a7f5a5f72c,4.12.0.1019.PRE,9,1,3,3,2
HyDevelop/PicqBotX,7df473e4a2f914d3a116fdab01dfa74d3ee8f6be,4.15.1.1058,9,1,3,3,2
HyDevelop/PicqBotX,ed5b8eac99373f09d957546e8978765221b189ee,4.15.0.1058,9,1,3,3,2
HyDevelop/PicqBotX,2d85071b828939a8fda670cc341be18954de3968,4.12.0.1015.PRE,9,1,3,3,2
HyDevelop/PicqBotX,65304bda9e00032915148358bf795d2464881efc,4.15.0.1052,9,1,3,3,2
HyDevelop/PicqBotX,3aa8b18fe922ce1c87f1bccba50355b993ac0a2e,4.15.0.1046.PRE,9,1,3,3,2
bThink-BGU/BPjs,76418f614f513b14883f530d456f656f340dd54f,0.9.3,47,2,39,3,3
bThink-BGU/BPjs,00afe78be0608df27b20949c073712847e07caaf,0.8.1,3,1,0,2,0
bThink-BGU/BPjs,50325562b4f054e232d2e633280dd8a49ca10645,0.9.7,47,2,39,3,3
bThink-BGU/BPjs,112b6601d16f26556870600a22e144b9a564406b,0.5-DEV,4,2,0,2,0
bThink-BGU/BPjs,76355748e43ab7c1451c14decf991fa1aae5a2b9,0.9.2,47,2,39,3,3
bThink-BGU/BPjs,f70ce359ae9c05d6473f2ff4f6490f22b34ec1dd,0.8.0,3,1,0,2,0
bThink-BGU/BPjs,f8718eb8ad859af067632ca3c96fba518de53c56,0.10.2,47,2,40,3,2
bThink-BGU/BPjs,92345cd702441b39879dc91976e954ddf9542245,0.10.5,4,1,0,3,0
bThink-BGU/BPjs,71b7faa5c3e914757513a230c012a036a58fd6a9,0.9.5,47,2,39,3,3
bThink-BGU/BPjs,e1b7c0840a91edd8c35256dafeaf2fe569d1ac66,0.9.1,46,2,39,2,3
bThink-BGU/BPjs,cf2f567571000b018007143e79ea29116730b221,0.10.0,47,2,40,3,2
bThink-BGU/BPjs,27cad3552fb96c1649711f9b0f01025cf709ba3b,0.10.3,47,2,40,3,2
bThink-BGU/BPjs,2733d09ecccdf4204ce328fefe463e174da3bb07,0.9.6,47,2,39,3,3
bThink-BGU/BPjs,c41e68bcf44ee401381565344c798dae4ebecb64,0.10.6,4,1,0,3,0
bThink-BGU/BPjs,52941abf45e3203115f2e197aff7723949ee5290,null,4,1,0,3,0
bThink-BGU/BPjs,dfa9c209446f531cc549b1061e6745405c60f3ff,0.9.4,47,2,39,3,3
bThink-BGU/BPjs,c0411bd57a083b1de4479c8c3b96d936a6436b35,0.10.1,47,2,40,3,2
bThink-BGU/BPjs,5cfc208769f8185c49ecef3eee29f46e315ef0a9,0.9.8,47,2,39,3,3
bThink-BGU/BPjs,35652fedad7724e502376e7969264f201d769713,0.9.9,4,1,0,3,0
SergeyDertan/SRegionProtector,f14715dc7e8539d4d0051106b358d9ed34f603de,12.9,1,1,0,0,0
SergeyDertan/SRegionProtector,783fee45cf2adfd63503074e8d61902c896a4e2d,Beta_11.0,1,1,0,0,0
SergeyDertan/SRegionProtector,3ce41f07e19c841faa83e7c3da0151e658b0d2b1,13.3,2,0,0,2,0
SergeyDertan/SRegionProtector,0532f016478f2811854f9365a212c1ef138b597c,20.2,13,1,2,10,0
SergeyDertan/SRegionProtector,d82abf6dc0bde1b4528cee8b0aece42b137e7676,null,13,1,2,10,0
SergeyDertan/SRegionProtector,ad3e7d47b9675c24bdc0682b258abdb289ba189d,14.1,2,0,0,2,0
SergeyDertan/SRegionProtector,2405e1129706ee558ba733e44f1f4f2c0f48b895,12.4,1,1,0,0,0
SergeyDertan/SRegionProtector,9a8377fcec9598fc274e2a324c800b81cd5e5072,12.7,1,1,0,0,0
SergeyDertan/SRegionProtector,40e7754e7794c7a3141bb51e79a63516964e5ef2,13.0,2,1,0,1,0
SergeyDertan/SRegionProtector,b63b0919f1f78e1e8c97609393d75c0daa177b51,17.4,10,1,1,8,0
SergeyDertan/SRegionProtector,5c22fb31653aab6a7cfd2cefe4afca92707851f3,12.6,1,1,0,0,0
SergeyDertan/SRegionProtector,1ad1bed3705775f075b55d583cf1e1a1f66e7d90,13.4,2,0,0,2,0
SergeyDertan/SRegionProtector,8cbe1a22c7ea58fc82a92ceec9456590e6ace8a4,12.0,1,1,0,0,0
SergeyDertan/SRegionProtector,a80de3603f8f77c916d8639710d6f4fc68715e17,14.3,2,0,0,2,0
SergeyDertan/SRegionProtector,aefdd2cb56513735814702e15bda1c3cfedaaa13,20.3,13,1,2,10,0
SergeyDertan/SRegionProtector,74d0eb7207eb55648a9ad07a511e2dfb8dea3417,12.5,1,1,0,0,0
SergeyDertan/SRegionProtector,1b9af30e999c03319f0c0e6b1833d804d2cd116f,30.0,13,1,2,10,0
SergeyDertan/SRegionProtector,74fa525762029b3b3847941fb3d0175fb96802d9,14.0,2,0,0,2,0
SergeyDertan/SRegionProtector,52a762af552c37533c54c44f42d68ab7a3af1661,12.2,1,1,0,0,0
dropwizard/dropwizard-elasticsearch,1859029b76bcc2316719f4db55ac99fc85518d88,1.0.0-rc2-1,111,1,98,3,9
dropwizard/dropwizard-elasticsearch,3f22281a583544f72b863d7575aa8cee66ef013d,1.1.0-1,114,1,101,3,9
dropwizard/dropwizard-elasticsearch,ee60995a78574094ff363870389c40ff948cfc59,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,4e8a0123cd15ff97e9234b33baa78bd7b32eea31,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,f6d21279e85202ff39dc832ecf19b84d4d948e5e,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,e3c6b411ad71f98c58fe6004db38693374021d37,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,99ea67dd61c3e98fc419a281dec8b88c275ff143,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,ecf263ca109cc0695917c0296a514600cac6175a,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,5160688a6384482e10974d7e8464c2a74eb6b0e9,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,ccebf3f83f9709076b7419f6b77c0c7cdf832393,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,2136adec3e65e83d1444909ecf786656a3d0e692,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,51836f026bb8b0d82fdb76ac2a069a26d604cfa7,0.1.1,57,0,44,4,9
dropwizard/dropwizard-elasticsearch,99683b7bb99e42e85ea95d7cfccd1e530c1a28e9,0.3.0,57,0,44,4,9
dropwizard/dropwizard-elasticsearch,9f08953ab53ebda0b81306dadabb7b71b7f87970,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,6bfee15abfbc42fe8e426b0b7119c6d63a059ab0,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,58c1f4723b394ea9d8ed2d33e715cf3ccf638c63,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,fe7b863770ca52a32ee6653bbd9923ed6c21bb56,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,88cb0f7d826b0373627f2006ec638b273ec8b932,0.7.0-1,81,1,68,3,9
dropwizard/dropwizard-elasticsearch,f6c575923aaf83dae694851c5c358cbc5df27d4e,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,9eb82a32e4d68bf84ca5c0cf1664979ccbc3321f,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,20de5f0eeb74aaf3a8f4163cc11d3ceda587ff8e,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,ac06e43a7796d2bacd27120b6044faeaa0ff6661,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,9b93632c930d9eb7fdca86b8f16cd11c497119fc,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,183592fff6e84a407692a6db8b23909f9f62ceb0,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,3c4588631a0ed4e69996c83685f2aff1441831be,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,ecba015cbc62b1402df67aaa2ea406c779b582fd,0.4.0,77,1,64,3,9
dropwizard/dropwizard-elasticsearch,c15d2174682473d7e2a44c1e3da9adc7ed269059,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,d6752222e4c700787ccca137870f84b2ef5bf1df,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,258318346f4c0925ea4e4b00b0718a4d6b0896c3,1.0.0-2,110,1,97,3,9
dropwizard/dropwizard-elasticsearch,472b03ec34e8b68887ba2312da444dabe2a0379f,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,b4b02d800babe1da859f78e614a5810e2f7a3f97,0.9.2-1,108,1,95,3,9
dropwizard/dropwizard-elasticsearch,8ef29bd9e80a344910422c9cce1c74e406d258bb,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,8910c1570ebd90c1d1d29d062d30462c21e37e73,1.2.0-1,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,cfd5f1b99bb83cb9cd58567f25e2eae7828df08b,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,5bcbd8fd0c25aeab2451bfe71728c951afe04145,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,9877f24ac16d0783f96ebb4370ec01e6617409e0,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,8ee28984aa6a7d0b3839e48712e4c4716a5f1e85,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,2b4b6f356e4b0aaf63e94dd639430bb0faeaa916,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,41a885297efad39e3e7c66377efd9c7707ff884c,0.8.0-1,97,1,84,3,9
dropwizard/dropwizard-elasticsearch,f64b54e56f88f0bcadf9089c281af3121c04f898,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,8ce1ad8a5e7814b8cf678542afa20ecad19be4d8,0.9.0-1,95,1,82,3,9
dropwizard/dropwizard-elasticsearch,73a47e4f1244851c2ca7f9d2f9c586b3e8d742f5,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,ddbe6abbb990376446f3a3c74c9a82f8a77594f1,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,d505276891bc148ee889ca09c60e9393a277b5e2,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,601a044b6a4dba6cffe027a22f26f05587038890,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,1df3810e59a114f1ec45258bc303a1981b258444,0.2.0,57,0,44,4,9
dropwizard/dropwizard-elasticsearch,ec2b8cc935558385f3408256e158fc21a9be8427,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,5cd6d4f8e2723e8262fe894b5e92fa02b8d4ef9a,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,be97481a245a82214b552f351d5d96b2805d8ff5,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,ca4e7c9c95f39fbade0417af92295194d902ed86,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,dd9154c51f3e9894548ccb5a1fc954631e0f5aba,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,5d72fd579491369a75802c61b82c3ce6794880de,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,535d834f88382e272e962c527e288f9329d06f75,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,676eb30e221efd60339a2d69bbe5e4765188e9de,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,fad3de031eca07105f0f39b8a2bab899751050b8,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,fd13bd3058de30e0c6636fd1e8cab8becf2dcf8a,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,6f50b6e31d83d9149adcec77a8d66837f3a80e6f,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,e41d0cd78d19e161f865b93ec2fd7659a0da0e13,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,4f3ddae51fd84ace6028bcfd51832e6ec68e443c,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,005a268775ded13dbf09c8c3a2b750a6d2cee35c,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,0bf84bad8a0d2d5c9f4c0abd33361bffb496c5a0,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,56a4dfdcb88f6af5149d5dd4a6726489ce7a9440,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,6b77fc94764a242e79ef2cd3ea6b802e4ff6f4a7,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,a60a075636c1eb2d69496ead2a42a062d803f002,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,fb137e004142f798e3c925fc1c3fd9b0af971a4a,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,443374f8186f9bac910da8666ed4d543e1f08061,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,48b2686561575097d281bebc515423b39f7fa65c,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,c5e17206798d302168bef69833e0f2a80c36caa6,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,ec34150a1651594cbec91dbd63b2ed16d4558616,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,b215ac3a527c0baf0e2da71e9fb37b33ea2db1c8,1.0.0-1,111,1,98,3,9
dropwizard/dropwizard-elasticsearch,c14a6d53f9fea55e9bbba356bf7c68109797ce2f,0.9.1-1,107,1,94,3,9
dropwizard/dropwizard-elasticsearch,1febf2540f9a0732c08a837fc2960d327ff07fe0,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,e0ee69d19a7799b50b0b8a5e88c4da427ae5da13,0.9.0-rc5-1,95,1,82,3,9
dropwizard/dropwizard-elasticsearch,4bbf3d9acbc99c8739b2d09cce149d4b7d4ae293,null,121,1,108,3,9
dropwizard/dropwizard-elasticsearch,728ba00b9ba19f8b7bf007650d1919022003a5b4,0.1.0,57,0,44,4,9
dropwizard/dropwizard-elasticsearch,91c99b1b51144a803ab8969fec93a4d0ad8389ce,null,118,1,105,3,9
dropwizard/dropwizard-elasticsearch,14bd941bc2917937ca635fda42e043b9cd550577,null,121,1,108,3,9
arangodb/arangodb-java-driver,0c809d0dd3272db89ec74957150a8cc4bc4e10e7,4.3.2,12,1,3,4,4
arangodb/arangodb-java-driver,48651421ca2bebeb3897fa88800f429ff0f7ca4c,5.0.0-RC.1,13,2,4,4,3
arangodb/arangodb-java-driver,9e1954b8e263ef82fc061ac67ebc7ec5dc2ef6c2,4.2.7,12,1,3,4,4
arangodb/arangodb-java-driver,12eb8488ec5bfe115fd424f3313ca8308423297d,5.0.5,12,3,2,5,2
arangodb/arangodb-java-driver,5315d0f0cf88ce8fec7b8018775547d0396f2d66,4.6.1,15,1,5,4,5
arangodb/arangodb-java-driver,0bc727b1c901efd5530c2ca80c6547ec4b3e10a9,6.6.2,17,3,2,7,5
arangodb/arangodb-java-driver,3f42630ca9f42c0b4f344abdd3327d677554980b,5.0.4,12,1,4,4,3
arangodb/arangodb-java-driver,09bf86ee6bbcd136406ea536d86be038439344e5,4.1.12,8,1,1,4,2
arangodb/arangodb-java-driver,c42ff2ec9299afc8b468a8ed96e98b8876a7bac2,4.3.0,12,1,3,4,4
arangodb/arangodb-java-driver,14b31cda130683f3c6d606354cbceed6ca8abe97,4.7.1,15,1,5,4,5
arangodb/arangodb-java-driver,763a53b524d571d70e6ccbf2580936bd6a94675c,4.1.2,7,1,1,3,2
arangodb/arangodb-java-driver,54269bcf84ef4bab7e26fdfa1286e14a6642f712,4.2.4,12,1,3,5,3
arangodb/arangodb-java-driver,7495cb68de1982820a959a295e4e96ca0611a886,null,17,1,4,6,6
arangodb/arangodb-java-driver,f03f23eebb6365f2725c050f638eed38f74f0c88,5.0.0,13,2,4,4,3
arangodb/arangodb-java-driver,0db499f093dffe4896c2279bedb65536ae511415,4.1.3,7,1,1,3,2
arangodb/arangodb-java-driver,8bb4bed995bd18612d5c11c3792954dd532bcd8c,4.1.11,8,1,1,4,2
arangodb/arangodb-java-driver,4c76631684e5ad0b7b6db96c892a656ac70b3df0,6.7.0_PREVIEW_3.7.0-alpha.2_0,17,3,2,7,5
arangodb/arangodb-java-driver,34091b52e85fdbec413bfe511651d525c3004ca1,4.7.0,15,1,5,4,5
arangodb/arangodb-java-driver,c7c59e0f6c2bea7fe10195b5885397e721663c9b,5.0.7,12,3,2,5,2
arangodb/arangodb-java-driver,40693f6acfa400891fd035ed7bddd21f6713532f,6.7.0_PREVIEW_3.7.1-alpha.1,17,1,4,6,6
arangodb/arangodb-java-driver,83e1ba4410b45f6c0eea65a1edd9e85fca03dceb,4.5.0,12,1,4,4,3
arangodb/arangodb-java-driver,992845401fca66b0639b4610134f2629f4fb221b,4.2.3,12,1,3,5,3
arangodb/arangodb-java-driver,901c5f9d77e14b99a22ad79c3787658869b9dc7f,4.3.4,12,1,3,4,4
arangodb/arangodb-java-driver,41dab4f95ca31e4809c37fa47bbddb431250c871,6.2.1,15,3,2,5,5
arangodb/arangodb-java-driver,ed602c618f26a255471ca54db8bde11501eb9a93,4.7.3,15,1,5,4,5
arangodb/arangodb-java-driver,76aa1e1b9fc9d4a0a4f36d77f97d6d4097bbeec0,6.1.1,15,3,2,5,5
arangodb/arangodb-java-driver,c02b6ebb96f2f467f43f706bf759d7ef6891a7dc,4.3.1,12,1,3,4,4
arangodb/arangodb-java-driver,4f408ad1e87b7aed3429723624ab3987b2d63d20,4.0.0,7,1,1,3,2
arangodb/arangodb-java-driver,ff897bb7c5335f13da22b2622742ad71cfd803fb,4.3.3,12,1,3,4,4
arangodb/arangodb-java-driver,aa11e846411339275e30e8800a61982cedc94e3d,4.3.6,12,1,3,4,4
arangodb/arangodb-java-driver,e1186695c0ddb5eff421e4a5a31234c547170bdf,6.7.5,17,1,4,6,6
arangodb/arangodb-java-driver,604b33248f34a13e7a97915c2bf367c668fc03b6,6.3.0,15,3,2,5,5
arangodb/arangodb-java-driver,3c91b0c1c9b0e25d24c107eb8cef593455e363dd,5.0.6,12,3,2,5,2
arangodb/arangodb-java-driver,eb7e38ca618bffa873e9cdc92c93ecfb360b21bc,4.3.5,12,1,3,4,4
arangodb/arangodb-java-driver,e62f088ac47980192fee325e6cb5ebed74e76082,4.2.1,12,1,3,5,3
arangodb/arangodb-java-driver,aaac8638e4b62559ee4534e6eb0d2a437da998c6,4.7.2,15,1,5,4,5
arangodb/arangodb-java-driver,5afecf949cc1e1b2bab8032e15eeaba2867cae3f,6.1.0,15,3,2,5,5
arangodb/arangodb-java-driver,0014707a024e8c6b80555f7fedfa0400a3b0340b,4.1.5,7,1,1,3,2
arangodb/arangodb-java-driver,5e4446b53a4cf5c4fe3f8fec983a4f45790cbe81,6.7.4,17,1,4,6,6
arangodb/arangodb-java-driver,f5dbeee9bee110c30374a3ec0f5b697a61345e64,4.1.0,7,1,1,3,2
arangodb/arangodb-java-driver,023a4540051ea8ed0c9d63c326cdd4872665e356,4.4.1,12,1,3,4,4
arangodb/arangodb-java-driver,71fb190ba316f3c618514633fd51e2101a95756e,6.5.0,15,3,1,5,6
arangodb/arangodb-java-driver,9e442a40467ebcbb4d47bd344d96e215ecdee2a3,4.2.5,12,1,3,5,3
arangodb/arangodb-java-driver,0d27c9e56ee7b2cf20656649afd17a39f4483cf4,6.4.0,15,3,1,5,6
arangodb/arangodb-java-driver,3be9e55073650fb95639ceef9644566aa359a47a,4.1.7,7,1,1,3,2
arangodb/arangodb-java-driver,6e9ba146e9d8e83cba40b03a036109327416592d,6.0.1,15,3,2,5,5
arangodb/arangodb-java-driver,0e286a1456f5cc433e3d96b44c1bf729f94e7ef3,4.3.7,12,1,3,4,4
arangodb/arangodb-java-driver,60efd748ada817d3f2bdb023bbcd4635bf9659c5,6.6.0,15,3,1,6,5
arangodb/arangodb-java-driver,f3f3f4253ae7fe1fc66e66afa58b6a78097360a1,4.1.1,7,1,1,3,2
arangodb/arangodb-java-driver,c949d916f1ffb91b9870eb9db87bc3a344557647,6.0.0,12,3,2,5,2
arangodb/arangodb-java-driver,2c2ea9912c5da25eb9d62dd2875226b223e1743f,6.6.3,17,1,4,6,6
arangodb/arangodb-java-driver,b2ca44c8490218a323ea033978998f74b7cf69fb,4.1.4,7,1,1,3,2
arangodb/arangodb-java-driver,8230664504a380d4ad1f0b2539f49374326ecbb5,4.5.1,12,1,4,4,3
arangodb/arangodb-java-driver,77d2e6f5cc76071f7829ac179b945640e755d80f,4.4.0,12,1,3,4,4
arangodb/arangodb-java-driver,228ce9080f9815f38de1a3ce2fb00d084c73cbc8,4.2.6,12,1,3,4,4
arangodb/arangodb-java-driver,ae514c7d7e4a21563940c3131e0c295924fabcee,6.4.1,15,3,1,5,6
arangodb/arangodb-java-driver,fff109348cb9eb8ed2f7de113a43e91e727da328,4.2.0,12,1,3,5,3
arangodb/arangodb-java-driver,206c2ce7705ca5092937bac14c423fc0768785f4,5.0.2,12,1,4,4,3
arangodb/arangodb-java-driver,f04c1080353d51ed4343c41d933199f8ed6faa6d,6.7.1,17,1,4,6,6
arangodb/arangodb-java-driver,f0254e65d7a937a7a2f302f24909a2bf2ed701a1,6.7.2,17,1,4,6,6
arangodb/arangodb-java-driver,c57c7a1f5f30c2a255b5a9a366b2b74d8d8ce07e,4.5.2,15,1,5,4,5
arangodb/arangodb-java-driver,a5f73082a149c1523647065d286c2902b4537a02,5.0.1,13,2,4,4,3
arangodb/arangodb-java-driver,3eac2240b707a4cd4aa0b29d0cb7520fa714ebf1,5.0.3,12,1,4,4,3
arangodb/arangodb-java-driver,9e21e8bb3bba08b2b7f83dc2c66fb535a6f9bd62,4.6.0,15,1,5,4,5
arangodb/arangodb-java-driver,17753aabf198c455a1e600945d151c5644850d5e,6.2.0,15,3,2,5,5
arangodb/arangodb-java-driver,89aa0ad794154bae6f3d22a0443d006aa74695c1,4.2.2,12,1,3,5,3
arangodb/arangodb-java-driver,c56a9852f44427d8105c9085e876f7359294dadc,6.7.0,17,1,4,6,6
arangodb/arangodb-java-driver,a98381e9f227263a9492fdf320fcc24426d7106c,4.1.6,7,1,1,3,2
arangodb/arangodb-java-driver,cc4bc5b3ce262a312b40a6cb7dc030743c8cb1ac,6.6.1,17,3,2,7,5
d-michail/jheaps,4a0d6795a178df79cb7457ea1dfd5f93b899df98,null,2,0,1,1,0
d-michail/jheaps,ce62192b398c7a5f92411853503a49d312abf395,0.11,2,0,1,1,0
d-michail/jheaps,294dad4451d2c28eb0df06a372c581eec776239c,0.8,2,0,1,1,0
d-michail/jheaps,fb16c484a99b01938523b0bfbbe51afa053f57a5,0.13,2,0,1,1,0
d-michail/jheaps,d739c44b2a3a91da087862ba73a1c814314215fb,0.7,2,0,1,1,0
d-michail/jheaps,0cd0936e67ad01055a2c609cd6fdb28879f53ea0,0.6,2,0,1,1,0
d-michail/jheaps,f6b8b4bf03ac935898dc0c5151cc8813b3909b3f,0.5,2,0,1,1,0
d-michail/jheaps,ac69cc0e3d3f8d283a5d347b0ed506748c7401c9,0.12,2,0,1,1,0
d-michail/jheaps,3f997f743b7765251ce411060f7b054f70d77cbd,0.9,2,0,1,1,0
d-michail/jheaps,a24b95f7154218af41249698a5bf6a647b730772,0.14,2,0,1,1,0
d-michail/jheaps,c16449f0c86e226c48ad8a61f9ea850c1c73bff5,0.10,2,0,1,1,0
sabomichal/liquibase-mssql,31cdc5dad68478bb4286955c19c9a0eeff02c2ad,null,3,0,0,2,1
sabomichal/liquibase-mssql,5a425d135168a8f735f870e9f81f399cf0cb1764,1.6.4,3,0,0,2,1
IHTSDO/snowstorm,486c5fad5b85fcf53cccfbea05ff7bd0b8ec1928,5.1.0,275,14,191,21,49
SchweizerischeBundesbahnen/matsim-sbb-extensions,4a70093b295ca819931a616e38679e7df0149c36,null,67,0,33,1,33
SchweizerischeBundesbahnen/matsim-sbb-extensions,93cf5d830af8da70c426b8ac109f0d9471d70d0c,12.11,67,0,33,1,33
SchweizerischeBundesbahnen/matsim-sbb-extensions,7493b1be977532243c253246ae88c0d839ab2965,12.12,67,0,33,1,33
SchweizerischeBundesbahnen/matsim-sbb-extensions,2810a5d6aec29da41d1a6cc13cc556aa52179f4d,12.9,67,0,33,1,33
QIWI-API/bill-payments-java-sdk,9daeb534aa152dbb80ffc251c6d4fa80045364f8,1.0.0,10,0,1,4,5
QIWI-API/bill-payments-java-sdk,dec365c44e0597dbdc7377ed0d6dc2d020a58e88,null,10,0,1,3,6
QIWI-API/bill-payments-java-sdk,bfc42b576ac422942452d70221aec78c46904eae,1.3.0,10,0,1,4,5
QIWI-API/bill-payments-java-sdk,adae62b74c9804f3934bb37a456aa54d56e6ef66,1.4.0,10,0,1,4,5
QIWI-API/bill-payments-java-sdk,9198a489e970526ae175913049d197ce6cc40fdc,null,10,0,1,3,6
QIWI-API/bill-payments-java-sdk,8c39050ae87be15871581fb22f562238ca666190,null,10,0,1,3,6
QIWI-API/bill-payments-java-sdk,9794b59b498933740235e7aa8ad75289489da0cc,null,10,0,1,3,6
QIWI-API/bill-payments-java-sdk,d6fe26df89c9e771a5cb84d5c57cfc75351468cb,null,10,0,1,3,6
QIWI-API/bill-payments-java-sdk,907a5fa0a23372d27ea727606beb01a49e035e75,1.1.0,10,0,1,4,5
QIWI-API/bill-payments-java-sdk,a73b2025568226d73377df3fc4962d8325192686,0.1.0,10,0,1,4,5
